wavelength,intensity,element
6561.876,0.641,Hydrogen
5879.264,0.9855,Helium
6563.61,0.6027,Hydrogen
6566.3,0.8283,Hydrogen
5875.38,0.9858,Helium
5879.248,0.9853,Helium
6564.726,0.7505,Hydrogen
5879.616,0.9746,Helium
6559.576,0.6886,Hydrogen
5873.086,0.9538,Helium
6563.986,0.6736,Hydrogen
5872.998,0.9761,Helium
6564.728,0.7506,Hydrogen
5879.37,0.9846,Helium
5877.444,0.9813,Helium
5873.558,0.9832,Helium
5874.306,0.9891,Helium
5875.72,0.9815,Helium
6565.284,0.7851,Hydrogen
5878.998,0.9832,Helium
6564.672,0.7465,Hydrogen
6567.598,0.8651,Hydrogen
6558.862,0.8492,Hydrogen
6561.584,0.6891,Hydrogen
5874.976,0.9887,Helium
5879.86,0.9841,Helium
6565.938,0.8123,Hydrogen
6561.73,0.6672,Hydrogen
6561.694,0.6734,Hydrogen
6567.274,0.8574,Hydrogen
5872.608,0.99,Helium
5871.882,0.9874,Helium
6559.446,0.8322,Hydrogen
6563.742,0.6381,Hydrogen
6563.058,0.1951,Hydrogen
5871.846,0.9868,Helium
6168.128,0.9839,Iron
6563.648,0.615,Hydrogen
6563.884,0.6638,Hydrogen
5880.746,0.9825,Helium
5875.6,0.9789,Helium
6567.178,0.853,Hydrogen
6562.344,0.349,Hydrogen
6565.222,0.7817,Hydrogen
6559.5,0.8089,Hydrogen
6177.822,0.9873,Iron
5875.212,0.9803,Helium
6560.138,0.8003,Hydrogen
5874.512,0.9876,Helium
6567.866,0.8717,Hydrogen
6560.618,0.7055,Hydrogen
5876.872,0.9895,Helium
6566.776,0.8426,Hydrogen
5875.738,0.9818,Helium
6563.234,0.3075,Hydrogen
5880.778,0.9884,Helium
5872.18,0.9882,Helium
6567.562,0.8645,Hydrogen
6562.278,0.4228,Hydrogen
6562.448,0.2543,Hydrogen
5873.404,0.9859,Helium
6563.87,0.6617,Hydrogen
6562.738,0.1633,Hydrogen
6559.9,0.815,Hydrogen
6177.488,0.9807,Iron
5871.274,0.9598,Helium
6566.202,0.8254,Hydrogen
5878.106,0.9815,Helium
6558.838,0.8505,Hydrogen
5875.518,0.9832,Helium
5872.482,0.9877,Helium
5879.556,0.9541,Helium
5877.146,0.9889,Helium
5880.878,0.9862,Helium
6563.492,0.5448,Hydrogen
5880.224,0.9621,Helium
6566.262,0.827,Hydrogen
5876.022,0.985,Helium
5876.546,0.971,Helium
6559.36,0.8379,Hydrogen
6562.948,0.1693,Hydrogen
5871.986,0.9865,Helium
6564.458,0.7292,Hydrogen
5879.074,0.9832,Helium
5875.14,0.9736,Helium
6565.4,0.7839,Hydrogen
6562.718,0.1652,Hydrogen
6558.554,0.8575,Hydrogen
5878.482,0.9892,Helium
6564.728,0.7506,Hydrogen
5871.884,0.9875,Helium
6560.152,0.7985,Hydrogen
6562.358,0.3338,Hydrogen
5879.988,0.9216,Helium
6562.854,0.1608,Hydrogen
6559.072,0.8465,Hydrogen
5877.01,0.9897,Helium
5877.724,0.9566,Helium
5873.03,0.972,Helium
5871.402,0.9856,Helium
5873.632,0.985,Helium
6565.132,0.7763,Hydrogen
6562.4,0.2929,Hydrogen
6560.986,0.7485,Hydrogen
6558.23,0.8615,Hydrogen
6565.066,0.7725,Hydrogen
6566.942,0.8459,Hydrogen
6565.518,0.775,Hydrogen
5878.476,0.9891,Helium
5871.604,0.9877,Helium
5877.314,0.9834,Helium
6563.912,0.667,Hydrogen
6566.536,0.8341,Hydrogen
6564.248,0.6957,Hydrogen
6563.438,0.5053,Hydrogen
5877.122,0.9887,Helium
5875.13,0.9735,Helium
6562.06,0.5898,Hydrogen
5874.074,0.988,Helium
5880.59,0.9852,Helium
5875.944,0.9869,Helium
5879.66,0.9786,Helium
5874.32,0.9889,Helium
3967.91,0.1117,Calcium
5876.564,0.9721,Helium
5169.532,0.9215,Magnesium
6564.922,0.7631,Hydrogen
6562.622,0.1809,Hydrogen
5169.216,0.788,Magnesium
6558.274,0.8659,Hydrogen
6567.45,0.8587,Hydrogen
5876.262,0.945,Helium
6562.866,0.1613,Hydrogen
5171.514,0.5637,Magnesium
6168.506,0.9789,Iron
6561.502,0.6989,Hydrogen
6564.314,0.7138,Hydrogen
3969.838,0.1723,Calcium
5873.364,0.9858,Helium
5880.662,0.9819,Helium
6566.468,0.8323,Hydrogen
5877.768,0.8768,Helium
6567.058,0.8517,Hydrogen
6563.49,0.5439,Hydrogen
6558.838,0.8505,Hydrogen
5876.902,0.9906,Helium
5880.446,0.9883,Helium
5873.618,0.9857,Helium
6176.682,0.9594,Iron
6566.364,0.8299,Hydrogen
6562.678,0.1707,Hydrogen
5871.378,0.9815,Helium
6563.212,0.2867,Hydrogen
5877.31,0.9836,Helium
6564.244,0.6938,Hydrogen
5873.884,0.98,Helium
6564.734,0.751,Hydrogen
6560.32,0.7875,Hydrogen
5874.146,0.9895,Helium
6563.988,0.6738,Hydrogen
5879.636,0.9784,Helium
6561.654,0.6792,Hydrogen
5872.438,0.9865,Helium
5874.432,0.9884,Helium
6566.318,0.8286,Hydrogen
6560.172,0.7954,Hydrogen
6567.458,0.8592,Hydrogen
5872.082,0.9884,Helium
5872.432,0.9867,Helium
6567.612,0.8653,Hydrogen
6561.5,0.6991,Hydrogen
6562.578,0.193,Hydrogen
5874.348,0.9877,Helium
5877.38,0.9821,Helium
5871.778,0.9839,Helium
5875.14,0.9736,Helium
6560.632,0.7218,Hydrogen
6560.12,0.8021,Hydrogen
5880.436,0.9884,Helium
6558.246,0.8633,Hydrogen
6561.174,0.7316,Hydrogen
5877.358,0.9835,Helium
5877.144,0.9889,Helium
6564.906,0.762,Hydrogen
6563.128,0.2255,Hydrogen
6560.652,0.7397,Hydrogen
6558.228,0.8612,Hydrogen
6563.024,0.1847,Hydrogen
5875.53,0.9826,Helium
6565.462,0.781,Hydrogen
6558.67,0.8571,Hydrogen
5877.702,0.9659,Helium
5871.308,0.953,Helium
6558.498,0.8584,Hydrogen
6564.924,0.7632,Hydrogen
5874.986,0.9884,Helium
6565.52,0.7751,Hydrogen
5878.952,0.984,Helium
5878.126,0.9828,Helium
5879.866,0.9845,Helium
6561.25,0.7255,Hydrogen
6566.892,0.846,Hydrogen
6561.77,0.661,Hydrogen
6564.782,0.7522,Hydrogen
5876.298,0.9505,Helium
6563.372,0.4481,Hydrogen
6564.01,0.6748,Hydrogen
6558.178,0.8523,Hydrogen
5876.642,0.9862,Helium
6565.794,0.8084,Hydrogen
5879.08,0.9836,Helium
5873.756,0.9344,Helium
3969.648,0.1298,Calcium
6559.144,0.8453,Hydrogen
6567.242,0.8559,Hydrogen
6558.23,0.8615,Hydrogen
5875.958,0.9868,Helium
5876.802,0.9896,Helium
6559.194,0.8427,Hydrogen
5877.746,0.9276,Helium
5872.186,0.988,Helium
5876.466,0.9807,Helium
6562.926,0.1663,Hydrogen
5871.006,0.9889,Helium
6563.74,0.6376,Hydrogen
5878.362,0.9901,Helium
5876.35,0.9766,Helium
6566.016,0.8168,Hydrogen
6560.862,0.7567,Hydrogen
5873.458,0.9879,Helium
5874.976,0.9887,Helium
5880.17,0.9869,Helium
5872.034,0.9872,Helium
6566.586,0.8347,Hydrogen
5873.27,0.9364,Helium
6558.654,0.8568,Hydrogen
5875.226,0.9814,Helium
6563.654,0.6168,Hydrogen
5871.498,0.988,Helium
6565.206,0.7806,Hydrogen
6561.182,0.7313,Hydrogen
6567.198,0.853,Hydrogen
5875.858,0.9874,Helium
5874.346,0.9877,Helium
5871.05,0.9897,Helium
5877.746,0.9276,Helium
5877.898,0.9772,Helium
6558.77,0.8561,Hydrogen
5876.444,0.9785,Helium
5875.548,0.9803,Helium
5879.446,0.9423,Helium
6560.016,0.8095,Hydrogen
5878.104,0.9814,Helium
6564.684,0.7473,Hydrogen
5873.096,0.9516,Helium
5872.66,0.988,Helium
6565.476,0.778,Hydrogen
6169.756,0.9471,Iron
5874.106,0.9892,Helium
6561.812,0.6539,Hydrogen
5874.062,0.9874,Helium
6558.304,0.8661,Hydrogen
6561.29,0.7213,Hydrogen
6560.274,0.7851,Hydrogen
5876.048,0.9826,Helium
5880.774,0.9879,Helium
6561.85,0.6461,Hydrogen
3967.612,0.1382,Calcium
6559.974,0.8116,Hydrogen
5878.9,0.9873,Helium
6559.84,0.8145,Hydrogen
6558.408,0.8648,Hydrogen
6168.38,0.9806,Iron
6559.124,0.8458,Hydrogen
6565.244,0.7831,Hydrogen
6562.182,0.5179,Hydrogen
5876.528,0.9733,Helium
6172.654,0.9834,Iron
5172.094,0.6026,Magnesium
5877.812,0.8458,Helium
6560.712,0.7562,Hydrogen
5876.966,0.9908,Helium
6563.566,0.5843,Hydrogen
5880.472,0.9874,Helium
5875.796,0.9841,Helium
5880.852,0.9891,Helium
5878.4,0.99,Helium
5877.324,0.9835,Helium
6562.816,0.1604,Hydrogen
5880.686,0.9795,Helium
5875.842,0.9865,Helium
5877.752,0.9152,Helium
6560.024,0.809,Hydrogen
5877.622,0.9791,Helium
6567.346,0.8571,Hydrogen
5875.088,0.9765,Helium
6558.092,0.8619,Hydrogen
5872.232,0.9865,Helium
5879.982,0.9324,Helium
5875.736,0.9818,Helium
5873.92,0.9813,Helium
6559.434,0.8336,Hydrogen
3966.164,0.2525,Calcium
6564.662,0.7457,Hydrogen
5877.486,0.9858,Helium
5876.662,0.9861,Helium
5872.322,0.988,Helium
5879.4,0.9782,Helium
6565.524,0.7755,Hydrogen
6558.042,0.8674,Hydrogen
5871.68,0.9893,Helium
5874.266,0.9901,Helium
5875.932,0.9874,Helium
6565.556,0.7816,Hydrogen
6560.728,0.758,Hydrogen
5873.144,0.9377,Helium
5877.436,0.9804,Helium
6565.516,0.7749,Hydrogen
6558.996,0.8493,Hydrogen
5872.538,0.988,Helium
6174.522,0.9898,Iron
6562.898,0.1635,Hydrogen
5871.172,0.9846,Helium
5876.85,0.9897,Helium
5874.638,0.9852,Helium
5872.886,0.9793,Helium
5878.06,0.977,Helium
5880.274,0.9261,Helium
5876.732,0.9874,Helium
6560.318,0.7874,Hydrogen
6565.274,0.7846,Hydrogen
6561.63,0.6824,Hydrogen
6563.188,0.2659,Hydrogen
6558.554,0.8575,Hydrogen
6563.334,0.4149,Hydrogen
5873.734,0.9435,Helium
6567.442,0.8581,Hydrogen
6564.748,0.7515,Hydrogen
5875.256,0.984,Helium
5878.432,0.99,Helium
5874.528,0.9872,Helium
6563.732,0.636,Hydrogen
6567.85,0.8707,Hydrogen
6559.218,0.8423,Hydrogen
6559.908,0.8148,Hydrogen
5872.132,0.989,Helium
6563.698,0.6279,Hydrogen
6565.328,0.7855,Hydrogen
3971.596,0.3388,Calcium
5871.042,0.9897,Helium
6176.99,0.9669,Iron
5171.612,0.1436,Magnesium
5880.098,0.966,Helium
6563.612,0.6033,Hydrogen
5875.78,0.9835,Helium
6567.79,0.8681,Hydrogen
5879.074,0.9832,Helium
6566.948,0.8463,Hydrogen
5876.09,0.9742,Helium
5878.776,0.9902,Helium
6558.02,0.8688,Hydrogen
5873.49,0.9877,Helium
5876.664,0.9861,Helium
6562.296,0.4031,Hydrogen
6563.856,0.6593,Hydrogen
5879.512,0.9069,Helium
6564.952,0.7649,Hydrogen
5877.36,0.9834,Helium
5877.372,0.9826,Helium
5874.35,0.9876,Helium
6567.856,0.8711,Hydrogen
5878.138,0.9836,Helium
6567.776,0.8681,Hydrogen
5871.148,0.9857,Helium
5880.882,0.9856,Helium
3964.482,0.3047,Calcium
5879.234,0.9855,Helium
5873.92,0.9813,Helium
6566.316,0.8286,Hydrogen
5871.862,0.9867,Helium
6559.658,0.8055,Hydrogen
5871.758,0.9852,Helium
6566.766,0.8423,Hydrogen
5880.196,0.9816,Helium
6558.372,0.8655,Hydrogen
6560.214,0.7871,Hydrogen
5893.852,0.9551,Sodium
6563.538,0.5682,Hydrogen
6564.12,0.6879,Hydrogen
5879.13,0.9856,Helium
6566.712,0.84,Hydrogen
6566.398,0.8301,Hydrogen
6563.174,0.2551,Hydrogen
5874.584,0.9864,Helium
6560.038,0.8078,Hydrogen
5877.446,0.9815,Helium
6177.284,0.9003,Iron
5876.214,0.9743,Helium
6561.57,0.6908,Hydrogen
5877.194,0.9892,Helium
5176.986,0.9541,Magnesium
5877.776,0.8574,Helium
6565.22,0.7815,Hydrogen
5874.372,0.9874,Helium
3964.26,0.1957,Calcium
6564.452,0.7287,Hydrogen
5873.128,0.9453,Helium
6560.404,0.7821,Hydrogen
6565.0,0.7679,Hydrogen
5880.708,0.9777,Helium
6567.62,0.8656,Hydrogen
6171.414,0.9872,Iron
6565.042,0.7703,Hydrogen
5876.918,0.991,Helium
6560.65,0.7383,Hydrogen
6561.992,0.6123,Hydrogen
6564.346,0.7182,Hydrogen
6558.394,0.8652,Hydrogen
5876.102,0.9722,Helium
5873.778,0.9368,Helium
5876.112,0.9718,Helium
5879.066,0.9826,Helium
5878.206,0.9868,Helium
5873.28,0.9504,Helium
6560.756,0.7603,Hydrogen
6177.862,0.9866,Iron
5877.814,0.8498,Helium
6561.204,0.7299,Hydrogen
5878.282,0.9878,Helium
5879.186,0.9862,Helium
6560.482,0.7492,Hydrogen
6559.852,0.8153,Hydrogen
6567.844,0.8702,Hydrogen
5875.512,0.9834,Helium
6174.628,0.9912,Iron
5873.356,0.9853,Helium
5889.094,0.883,Sodium
5872.12,0.9892,Helium
6562.838,0.1604,Hydrogen
6566.898,0.8459,Hydrogen
5873.55,0.9837,Helium
6558.43,0.8632,Hydrogen
5879.172,0.9861,Helium
5879.968,0.9541,Helium
6172.97,0.9873,Iron
5171.272,0.8713,Magnesium
6564.454,0.7289,Hydrogen
5880.394,0.9872,Helium
5880.318,0.9666,Helium
6566.464,0.8322,Hydrogen
5880.928,0.981,Helium
5871.718,0.9881,Helium
6564.114,0.687,Hydrogen
6563.242,0.316,Hydrogen
5880.908,0.982,Helium
5875.792,0.9839,Helium
6567.786,0.8681,Hydrogen
6561.45,0.7052,Hydrogen
6565.814,0.8088,Hydrogen
5880.398,0.9874,Helium
5876.416,0.9782,Helium
5871.324,0.9593,Helium
6559.644,0.7946,Hydrogen
5876.876,0.9896,Helium
5878.356,0.9899,Helium
5879.228,0.9857,Helium
5877.258,0.9869,Helium
5871.628,0.9883,Helium
6562.822,0.1604,Hydrogen
5879.326,0.9861,Helium
6172.098,0.9854,Iron
5875.764,0.983,Helium
5879.29,0.9855,Helium
5878.194,0.9863,Helium
5880.474,0.9873,Helium
6559.178,0.8433,Hydrogen
5872.582,0.9909,Helium
5878.902,0.9871,Helium
6171.296,0.9853,Iron
5873.426,0.9862,Helium
6562.006,0.608,Hydrogen
5873.022,0.9737,Helium
6560.4,0.7825,Hydrogen
6562.762,0.1617,Hydrogen
6563.186,0.2644,Hydrogen
6562.852,0.1607,Hydrogen
5879.248,0.9853,Helium
5875.36,0.987,Helium
6564.746,0.7515,Hydrogen
5874.592,0.9859,Helium
5877.748,0.9236,Helium
6558.4,0.865,Hydrogen
6561.048,0.7422,Hydrogen
6564.34,0.7175,Hydrogen
5878.558,0.9861,Helium
6566.01,0.8165,Hydrogen
5879.014,0.9825,Helium
5880.982,0.9839,Helium
5873.956,0.9819,Helium
5873.32,0.9785,Helium
6563.606,0.6012,Hydrogen
6561.364,0.7142,Hydrogen
6566.066,0.8181,Hydrogen
5877.382,0.982,Helium
5874.57,0.987,Helium
6558.164,0.8504,Hydrogen
5875.098,0.9753,Helium
6174.948,0.9883,Iron
6564.924,0.7632,Hydrogen
5878.904,0.9869,Helium
6174.604,0.9914,Iron
5880.33,0.9743,Helium
6560.898,0.7551,Hydrogen
6563.978,0.6728,Hydrogen
6561.38,0.7124,Hydrogen
6561.25,0.7255,Hydrogen
6567.076,0.852,Hydrogen
6177.472,0.9818,Iron
5874.38,0.9876,Helium
6170.99,0.9571,Iron
6560.564,0.6657,Hydrogen
5876.668,0.9862,Helium
5880.162,0.9873,Helium
5878.2,0.9866,Helium
5876.912,0.9908,Helium
5877.84,0.9133,Helium
5877.158,0.9891,Helium
6559.764,0.8108,Hydrogen
6562.212,0.4909,Hydrogen
6563.064,0.1972,Hydrogen
6564.28,0.707,Hydrogen
5878.062,0.9772,Helium
6558.75,0.8571,Hydrogen
6560.144,0.7996,Hydrogen
6561.94,0.6271,Hydrogen
6566.376,0.83,Hydrogen
6565.656,0.8022,Hydrogen
3965.99,0.252,Calcium
6566.454,0.8319,Hydrogen
6176.134,0.9861,Iron
5873.822,0.9617,Helium
5880.772,0.9877,Helium
5880.256,0.9309,Helium
6565.352,0.7844,Hydrogen
5872.888,0.9791,Helium
6563.054,0.1939,Hydrogen
5879.946,0.9722,Helium
5879.924,0.9807,Helium
6564.018,0.6747,Hydrogen
6567.818,0.8686,Hydrogen
6563.9,0.6657,Hydrogen
5876.792,0.9895,Helium
6565.54,0.778,Hydrogen
5876.792,0.9895,Helium
6559.818,0.8124,Hydrogen
5875.564,0.9783,Helium
5880.154,0.9869,Helium
6561.472,0.7024,Hydrogen
5875.86,0.9875,Helium
5876.474,0.9811,Helium
6561.608,0.6856,Hydrogen
6560.332,0.7875,Hydrogen
6560.956,0.7506,Hydrogen
5877.016,0.9895,Helium
6564.134,0.6888,Hydrogen
6562.78,0.161,Hydrogen
5879.232,0.9855,Helium
5880.834,0.9901,Helium
6567.912,0.8716,Hydrogen
5875.524,0.983,Helium
6558.766,0.8564,Hydrogen
5874.094,0.9889,Helium
6562.858,0.161,Hydrogen
5880.302,0.9527,Helium
6566.94,0.8458,Hydrogen
6171.0,0.9544,Iron
5876.738,0.9875,Helium
6563.79,0.6483,Hydrogen
6561.79,0.6578,Hydrogen
6562.374,0.3175,Hydrogen
5879.65,0.9789,Helium
6567.554,0.8642,Hydrogen
6563.524,0.5597,Hydrogen
5873.278,0.948,Helium
6171.996,0.9832,Iron
6564.714,0.7495,Hydrogen
5875.57,0.9779,Helium
6558.902,0.849,Hydrogen
5875.312,0.9877,Helium
5872.29,0.9877,Helium
6566.214,0.8257,Hydrogen
6560.55,0.6759,Hydrogen
5875.958,0.9868,Helium
5876.616,0.9841,Helium
5878.594,0.9856,Helium
5873.83,0.9659,Helium
5871.008,0.9889,Helium
6563.958,0.6711,Hydrogen
5880.56,0.9871,Helium
5879.488,0.892,Helium
5876.712,0.9873,Helium
5873.458,0.9879,Helium
6560.87,0.7564,Hydrogen
5880.888,0.9848,Helium
5872.812,0.981,Helium
6566.952,0.8465,Hydrogen
6566.636,0.8371,Hydrogen
5887.726,0.9648,Sodium
6563.696,0.6274,Hydrogen
6562.02,0.6038,Hydrogen
6563.07,0.1994,Hydrogen
6565.404,0.784,Hydrogen
5879.472,0.9018,Helium
6558.28,0.8662,Hydrogen
5871.412,0.9864,Helium
5878.646,0.9875,Helium
5871.674,0.9893,Helium
5879.722,0.9782,Helium
5871.142,0.9861,Helium
5873.272,0.9396,Helium
6561.346,0.716,Hydrogen
5174.404,0.8857,Magnesium
5873.652,0.9823,Helium
5871.562,0.9874,Helium
6565.17,0.7787,Hydrogen
6559.216,0.8424,Hydrogen
6563.928,0.6686,Hydrogen
6561.248,0.7258,Hydrogen
6175.472,0.9405,Iron
6562.618,0.1819,Hydrogen
5872.954,0.9762,Helium
5875.562,0.9785,Helium
5876.548,0.9709,Helium
6567.746,0.8676,Hydrogen
5871.084,0.9891,Helium
6558.12,0.8588,Hydrogen
6563.792,0.6487,Hydrogen
6567.57,0.8647,Hydrogen
5874.468,0.9884,Helium
5876.84,0.9897,Helium
5879.124,0.9854,Helium
6563.712,0.6315,Hydrogen
6567.348,0.857,Hydrogen
5872.214,0.9871,Helium
6172.736,0.9711,Iron
5874.364,0.9874,Helium
6561.542,0.6943,Hydrogen
5874.238,0.9902,Helium
5874.084,0.9884,Helium
5874.974,0.9888,Helium
5872.99,0.9762,Helium
6562.738,0.1633,Hydrogen
5876.358,0.9787,Helium
5878.496,0.9887,Helium
5871.39,0.9839,Helium
5874.8,0.9883,Helium
6561.206,0.7298,Hydrogen
5173.468,0.7043,Magnesium
6562.884,0.1623,Hydrogen
5877.144,0.9889,Helium
6564.39,0.722,Hydrogen
5871.372,0.9799,Helium
6170.612,0.8261,Iron
5873.436,0.9868,Helium
5880.952,0.9829,Helium
5879.78,0.9788,Helium
5877.534,0.9856,Helium
5874.948,0.989,Helium
6564.828,0.7558,Hydrogen
5874.936,0.9892,Helium
6562.896,0.1633,Hydrogen
5877.238,0.9872,Helium
6558.488,0.8592,Hydrogen
6563.918,0.6676,Hydrogen
5874.864,0.9896,Helium
5873.102,0.9505,Helium
6169.318,0.9505,Iron
5876.598,0.9799,Helium
6563.548,0.5745,Hydrogen
6561.258,0.7246,Hydrogen
5880.832,0.9902,Helium
6563.958,0.6711,Hydrogen
6566.838,0.8447,Hydrogen
5879.27,0.9856,Helium
5873.374,0.986,Helium
5872.65,0.9884,Helium
5880.308,0.9583,Helium
6558.542,0.8573,Hydrogen
5878.604,0.9861,Helium
6563.686,0.6249,Hydrogen
6558.326,0.8653,Hydrogen
6564.556,0.7375,Hydrogen
6562.524,0.2129,Hydrogen
6567.226,0.8546,Hydrogen
5874.826,0.9888,Helium
6563.122,0.2221,Hydrogen
5873.986,0.9821,Helium
6567.094,0.8524,Hydrogen
6564.98,0.7665,Hydrogen
5871.524,0.9876,Helium
6564.108,0.6861,Hydrogen
6563.022,0.1842,Hydrogen
6559.74,0.8147,Hydrogen
6563.528,0.5619,Hydrogen
6562.932,0.1672,Hydrogen
5872.828,0.9813,Helium
6565.94,0.8124,Hydrogen
5879.408,0.9751,Helium
5876.15,0.9774,Helium
6562.992,0.1767,Hydrogen
5880.52,0.9888,Helium
5871.464,0.9876,Helium
6559.566,0.6918,Hydrogen
6558.62,0.8568,Hydrogen
5877.518,0.986,Helium
6560.22,0.7864,Hydrogen
6563.45,0.5165,Hydrogen
6564.162,0.687,Hydrogen
6561.062,0.7399,Hydrogen
6560.308,0.787,Hydrogen
6567.394,0.857,Hydrogen
6564.904,0.7618,Hydrogen
5879.97,0.9517,Helium
5878.47,0.9891,Helium
5879.91,0.983,Helium
6565.288,0.7854,Hydrogen
5872.862,0.9812,Helium
5872.2,0.9877,Helium
5871.248,0.9723,Helium
5874.374,0.9875,Helium
6561.558,0.6922,Hydrogen
6558.154,0.8511,Hydrogen
6559.278,0.8409,Hydrogen
5175.768,0.9441,Magnesium
5873.358,0.9855,Helium
5872.434,0.9865,Helium
6564.93,0.7636,Hydrogen
5874.69,0.9878,Helium
5878.486,0.9891,Helium
5872.772,0.9822,Helium
5879.286,0.9855,Helium
5876.022,0.985,Helium
5877.742,0.9351,Helium
6171.43,0.9868,Iron
5876.95,0.9909,Helium
6564.176,0.6832,Hydrogen
5880.45,0.9882,Helium
5875.648,0.979,Helium
6563.966,0.6718,Hydrogen
5173.58,0.7691,Magnesium
6564.898,0.7614,Hydrogen
5875.092,0.9758,Helium
5879.054,0.9817,Helium
6566.646,0.8373,Hydrogen
6566.45,0.8318,Hydrogen
5872.908,0.9775,Helium
6563.444,0.5111,Hydrogen
6566.556,0.8337,Hydrogen
5169.2,0.7631,Magnesium
5873.164,0.9138,Helium
6566.27,0.8273,Hydrogen
5880.558,0.9872,Helium
6560.046,0.8071,Hydrogen
6560.716,0.7567,Hydrogen
6172.124,0.9873,Iron
5877.438,0.9806,Helium
5875.816,0.9848,Helium
5877.41,0.9798,Helium
6561.288,0.7215,Hydrogen
6561.91,0.6335,Hydrogen
5872.464,0.987,Helium
6558.022,0.8687,Hydrogen
5874.498,0.988,Helium
6563.892,0.6648,Hydrogen
5872.246,0.9865,Helium
5877.77,0.8719,Helium
6564.646,0.7443,Hydrogen
6561.5,0.6991,Hydrogen
6559.948,0.8128,Hydrogen
5874.6,0.9854,Helium
6562.216,0.4876,Hydrogen
5872.312,0.9878,Helium
3971.544,0.3323,Calcium
5878.392,0.9902,Helium
5873.504,0.9868,Helium
5872.406,0.9879,Helium
5876.978,0.9905,Helium
5872.322,0.988,Helium
6567.56,0.8644,Hydrogen
6559.398,0.8359,Hydrogen
6567.054,0.8516,Hydrogen
6560.898,0.7551,Hydrogen
5876.638,0.9862,Helium
5871.528,0.9876,Helium
5878.436,0.9899,Helium
6564.144,0.6887,Hydrogen
5877.056,0.9884,Helium
5171.86,0.7188,Magnesium
5871.386,0.9833,Helium
6561.676,0.6762,Hydrogen
5878.708,0.9889,Helium
5877.6,0.9838,Helium
6168.984,0.5955,Iron
5880.75,0.9834,Helium
6564.518,0.734,Hydrogen
6561.704,0.6715,Hydrogen
6560.49,0.7398,Hydrogen
3966.368,0.2427,Calcium
5876.526,0.9738,Helium
5873.972,0.9818,Helium
5880.908,0.982,Helium
5892.544,0.9514,Sodium
5879.468,0.9069,Helium
5872.886,0.9793,Helium
6567.936,0.8722,Hydrogen
5175.886,0.9651,Magnesium
6558.272,0.8657,Hydrogen
6564.884,0.7602,Hydrogen
5880.308,0.9583,Helium
5875.006,0.9871,Helium
6562.96,0.1711,Hydrogen
6170.486,0.4945,Iron
5877.812,0.8458,Helium
5878.924,0.9853,Helium
5875.3,0.9876,Helium
6565.382,0.7836,Hydrogen
5875.312,0.9877,Helium
5873.894,0.9807,Helium
6558.68,0.8572,Hydrogen
6563.106,0.2142,Hydrogen
6562.2,0.5019,Hydrogen
5877.9,0.9781,Helium
5873.95,0.9818,Helium
5879.286,0.9855,Helium
6567.088,0.8522,Hydrogen
6562.042,0.5967,Hydrogen
6567.166,0.8532,Hydrogen
5878.012,0.9752,Helium
5872.958,0.9761,Helium
6566.414,0.8303,Hydrogen
6562.63,0.1792,Hydrogen
5872.768,0.9826,Helium
6564.146,0.6887,Hydrogen
5880.066,0.9275,Helium
6559.104,0.8463,Hydrogen
5871.4,0.9854,Helium
6564.026,0.6744,Hydrogen
5879.146,0.9859,Helium
6558.394,0.8652,Hydrogen
5874.154,0.9895,Helium
5872.048,0.9879,Helium
5874.92,0.9894,Helium
5874.048,0.9865,Helium
6560.364,0.7856,Hydrogen
5880.094,0.9626,Helium
5876.884,0.9898,Helium
6566.042,0.8178,Hydrogen
6560.264,0.7849,Hydrogen
6559.726,0.8168,Hydrogen
6559.844,0.8149,Hydrogen
6563.314,0.3943,Hydrogen
6173.648,0.9824,Iron
6562.32,0.3752,Hydrogen
5874.646,0.9855,Helium
5874.556,0.9872,Helium
6565.528,0.776,Hydrogen
6564.65,0.7446,Hydrogen
6566.494,0.8334,Hydrogen
5872.772,0.9822,Helium
6562.61,0.1839,Hydrogen
6561.266,0.7237,Hydrogen
5873.056,0.9641,Helium
6563.372,0.4481,Hydrogen
5872.148,0.9887,Helium
5872.68,0.9871,Helium
5873.5,0.987,Helium
5878.288,0.9877,Helium
6563.618,0.6056,Hydrogen
5872.752,0.9841,Helium
6565.936,0.812,Hydrogen
5878.258,0.9881,Helium
6567.248,0.8563,Hydrogen
6567.376,0.8569,Hydrogen
5877.134,0.9889,Helium
6559.96,0.8122,Hydrogen
6565.428,0.7849,Hydrogen
6564.54,0.7361,Hydrogen
6559.32,0.839,Hydrogen
5877.074,0.9884,Helium
5879.614,0.974,Helium
6562.726,0.1644,Hydrogen
5878.94,0.9844,Helium
5880.198,0.9809,Helium
5873.016,0.9746,Helium
6562.646,0.1762,Hydrogen
5880.58,0.9859,Helium
6174.134,0.9907,Iron
6564.436,0.7272,Hydrogen
5878.098,0.9809,Helium
5879.624,0.9766,Helium
5174.51,0.9094,Magnesium
6565.7,0.805,Hydrogen
5872.942,0.9764,Helium
5874.05,0.9866,Helium
5874.584,0.9864,Helium
5875.104,0.9746,Helium
6559.832,0.8138,Hydrogen
5879.21,0.9864,Helium
5876.118,0.972,Helium
6169.608,0.4393,Iron
5874.812,0.9886,Helium
6559.848,0.8152,Hydrogen
5872.26,0.9868,Helium
6565.39,0.7836,Hydrogen
